"vaccine","demo_group","demo_category","indicator_group","indicator_category","estimate","lower_ci","upper_ci","sample_size","month_label","start_survey","end_survey","dashboard_type","suppression_flag"
"COVID-19","Vaccination coverage and intent","Definitely will get a 2024-2025 COVID-19 vaccine","Thinking and feeling","Protect myself",81.5123,75.8011727727104,86.1222646144065,293,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Definitely will get a 2024-2025 COVID-19 vaccine","Thinking and feeling","Availability of nasal spray or patch instead of a shot",15.2459,11.2917979374482,20.2682828876263,293,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Definitely will get a 2024-2025 COVID-19 vaccine","Social processes","Recommendation from CDC or health dept",35.8394,29.9629194407211,42.1743691926492,293,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Definitely will get a 2024-2025 COVID-19 vaccine","Social processes","Recommendation from family/friend",14.6076,10.6760425659071,19.6682370100932,293,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Definitely will get a 2024-2025 COVID-19 vaccine","Social processes","Recommendation from provider",47.9099,40.9855964632631,54.9155060957943,293,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Definitely will get a 2024-2025 COVID-19 vaccine","Social processes","Recommendation from trusted community leader or public figure",10.3307,7.0020396605487,14.9867765945542,293,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Definitely will get a 2024-2025 COVID-19 vaccine","Other","Other",1.6491,0.694761115530635,3.86312415697649,293,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Definitely will get a 2024-2025 COVID-19 vaccine","Nothing","Nothing",7.9917,4.77213734746392,13.0847931911376,293,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Practical issues","Avoid getting sick and missing work/other events",45.9734,39.1850111085623,52.9144676145956,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Practical issues","Easier to get vaccine",40.4244,34.0723239862134,47.1145034452036,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Practical issues","Able to get free vaccine",39.7688,33.1564514474683,46.7769669181744,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Practical issues","Paid time off work to get vaccine",14.9933,10.7637996245431,20.5029287012728,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Practical issues","School/work requirement",14.9374,10.6010484208726,20.6381648070078,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Practical issues","Rewards or incentives",27.0908,20.8544717806508,34.3819758033318,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Side effects","More evidence vaccine is safe",18.263,13.1962774690864,24.7210562398182,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Side effects","Knowing someone who got really sick or died from disease",10.0523,6.72830371921892,14.7585435648013,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Side effects","Availability of vaccine with fewer/milder side effects",17.9323,13.3445195036129,23.6666434186257,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Thinking and feeling","Increase in cases",21.0528,15.8382262058976,27.424682746392,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",25.1494,19.0174984654525,32.4659003475627,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Thinking and feeling","Being at high risk of severe disease",27.8046,22.208278797264,34.1912198924703,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Thinking and feeling","Increase in severe illness/hospitalizations",16.4057,12.0694763877745,21.911703265371,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Thinking and feeling","Protect others",50.6532,43.9159638014771,57.3668115284852,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Thinking and feeling","Protect myself",75.7385,69.0488364162317,81.3724056007911,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Thinking and feeling","Availability of nasal spray or patch instead of a shot",14.347,10.4939311098905,19.3096021416588,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Social processes","Recommendation from CDC or health dept",18.7737,14.2957869377224,24.2571837405943,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Social processes","Recommendation from family/friend",9.6895,6.55011462185878,14.1063696601197,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Social processes","Recommendation from provider",34.7433,28.7406130687785,41.2736042204758,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Social processes","Recommendation from trusted community leader or public figure",6.8321,4.25223734344194,10.8005178641441,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Other","Other",2.5513,1.14340957591948,5.59456522329441,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Definitely will get a 2024-2025 flu vaccine","Nothing","Nothing",4.9032,2.74979097299086,8.59405028604717,285,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Other","Other",0,NA,NA,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Practical issues","Avoid getting sick and missing work/other events",45.022,30.71284125078,60.2050878124658,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Practical issues","Easier to get vaccine",65.8666,52.8723861278583,76.8469367096045,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Practical issues","Able to get free vaccine",52.4913,37.4645244429083,67.080048816793,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Practical issues","Paid time off work to get vaccine",1.2656,0.164094982774794,9.08788746158814,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Practical issues","School/work requirement",6.2724,2.39705160124748,15.4232585950416,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Practical issues","Rewards or incentives",11.4158,4.11196657057659,27.9161602041912,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Side effects","More evidence vaccine is safe",27.4141,16.0322952786533,42.7611675522621,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Side effects","Knowing someone who got really sick or died from disease",13.1996,6.71123434846604,24.3250734871104,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Side effects","Availability of vaccine with fewer/milder side effects",12.5654,6.59960868299483,22.6181337053579,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Thinking and feeling","Increase in cases",19.9613,10.2007999875108,35.3812449529282,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",40.9594,27.3775135260188,56.0764735038246,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Thinking and feeling","Being at high risk of severe disease",61.5337,47.5569369921431,73.8348573618819,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Thinking and feeling","Increase in severe illness/hospitalizations",16.6958,7.76233317647473,32.3091501068296,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Thinking and feeling","Protect others",50.7765,36.046837854154,65.3725557903794,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Thinking and feeling","Protect myself",82.2156,69.9314122869154,90.185567415044,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Thinking and feeling","Availability of nasal spray or patch instead of a shot",7.3903,3.19092748773313,16.1919285010272,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Social processes","Recommendation from CDC or health dept",26.7981,15.4221192321345,42.3625374393124,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Social processes","Recommendation from family/friend",13.1764,6.94467965860062,23.5827814568155,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Social processes","Recommendation from provider",65.816,51.7785783491514,77.5395891883527,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Social processes","Recommendation from trusted community leader or public figure",5.0953,1.78697719075875,13.6756733615203,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Definitely will get an RSV vaccine","Nothing","Nothing",1.6595,0.215913716115404,11.6300067836917,67,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Practical issues","Avoid getting sick and missing work/other events",35.651,31.7895353294209,39.7085095077725,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Practical issues","Easier to get vaccine",30.4749,26.6638982865138,34.573838144436,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Practical issues","Able to get free vaccine",43.6773,39.4811563634877,47.9659431459969,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Practical issues","Paid time off work to get vaccine",16.3583,13.3366031128163,19.9072547828947,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Practical issues","School/work requirement",28.0963,24.481101387757,32.0189736602153,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Practical issues","Rewards or incentives",29.9075,26.2240166330645,33.8707640010183,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Side effects","More evidence vaccine is safe",22.1452,18.9099404235485,25.7580722521818,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Side effects","Knowing someone who got really sick or died from disease",17.2813,14.4897598915782,20.4818923687129,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Side effects","Availability of vaccine with fewer/milder side effects",25.8131,22.4522073832555,29.485878535623,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Thinking and feeling","Increase in cases",30.5093,26.5969826415396,34.7247692691719,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",29.0869,25.1734418716544,33.3376602951742,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Thinking and feeling","Being at high risk of severe disease",33.4716,29.6758191366165,37.4940862439231,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Thinking and feeling","Increase in severe illness/hospitalizations",29.2906,25.6959653378796,33.1636665712089,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Thinking and feeling","Protect others",37.7575,33.6859472973043,42.0093356416661,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Thinking and feeling","Protect myself",51.0534,46.6244391945242,55.4659346272667,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Thinking and feeling","Availability of nasal spray or patch instead of a shot",15.4501,12.7186437292883,18.6428925038905,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Social processes","Recommendation from CDC or health dept",21.3866,18.1800704890718,24.9859208814304,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Social processes","Recommendation from family/friend",12.5286,9.87261996322767,15.774163841101,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Social processes","Recommendation from provider",33.3716,29.6497522709647,37.3128582652529,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Social processes","Recommendation from trusted community leader or public figure",5.2483,3.23393905650502,8.40834083344832,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Other","Other",0.7299,0.330400904407959,1.60459266404857,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Probably will get a 2024-2025 COVID-19 vaccine or unsure","Nothing","Nothing",6.0878,4.39198654494434,8.38095065547914,771,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Practical issues","Avoid getting sick and missing work/other events",30.466,26.8828142624801,34.3026244379416,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Practical issues","Easier to get vaccine",27.5145,23.7138019861634,31.6714575161409,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Practical issues","Able to get free vaccine",32.0457,28.121407420339,36.2414070241508,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Practical issues","Paid time off work to get vaccine",15.429,12.3775919159054,19.0689498945545,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Practical issues","School/work requirement",18.604,15.4719099928057,22.2035226761197,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Practical issues","Rewards or incentives",23.7467,20.2843056083622,27.5954161927766,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Side effects","More evidence vaccine is safe",14.4786,11.756384276381,17.7046784631112,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Side effects","Knowing someone who got really sick or died from disease",15.9714,13.0494737349719,19.4016981687022,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Side effects","Availability of vaccine with fewer/milder side effects",17.6135,14.3998472269382,21.3653332435411,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Thinking and feeling","Increase in cases",17.7763,14.9275939758004,21.0341890365812,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",16.4561,13.4811537732881,19.9363177871592,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Thinking and feeling","Being at high risk of severe disease",23.442,20.1232543621259,27.1222720711874,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Thinking and feeling","Increase in severe illness/hospitalizations",22.4205,19.1548305731455,26.0635065205257,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Thinking and feeling","Protect others",34.1115,30.0654007802643,38.4030746174023,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Thinking and feeling","Protect myself",48.9355,44.5878630581702,53.2992674877242,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Thinking and feeling","Availability of nasal spray or patch instead of a shot",16.3538,13.6400310612187,19.4857147270999,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Social processes","Recommendation from CDC or health dept",13.8291,10.9270221101822,17.3517244089237,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Social processes","Recommendation from family/friend",8.5162,6.44438193190213,11.1746506201223,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Social processes","Recommendation from provider",27.0672,23.514764036986,30.9392076378815,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Social processes","Recommendation from trusted community leader or public figure",4.1743,2.75419531551174,6.2792629902721,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Other","Other",0.5144,0.183982096244108,1.4294877963746,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"Flu","Vaccination coverage and intent","Probably will get a 2024-2025 flu vaccine or unsure","Nothing","Nothing",11.8722,8.63942089322699,16.1015676283198,687,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Other","Other",0,NA,NA,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Practical issues","Avoid getting sick and missing work/other events",24.9715,19.3095852634541,31.6425828206713,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Practical issues","Easier to get vaccine",29.3474,22.8618937739869,36.7950437130707,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Practical issues","Able to get free vaccine",36.7695,29.4549385003787,44.7483725340747,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Practical issues","Paid time off work to get vaccine",1.4106,0.5682702885727,3.45788356715587,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Practical issues","School/work requirement",4.4729,2.2409532148635,8.72923878208085,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Practical issues","Rewards or incentives",15.4808,10.4624410089332,22.3065817079995,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Side effects","More evidence vaccine is safe",23.5054,17.5693415640951,30.7001791296924,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Side effects","Knowing someone who got really sick or died from disease",15.2597,10.7646946816384,21.1861256154274,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Side effects","Availability of vaccine with fewer/milder side effects",19.1848,13.5008150334918,26.5278287797737,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Thinking and feeling","Increase in cases",17.6597,12.2467763130742,24.7892078164581,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Thinking and feeling","More evidence vaccine helps prevent severe outcomes",25.0695,19.0321809372528,32.2588417465975,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Thinking and feeling","Being at high risk of severe disease",41.3246,33.8438493729451,49.228403170965,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Thinking and feeling","Increase in severe illness/hospitalizations",22.0695,16.4088607849549,29.0053078709406,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Thinking and feeling","Protect others",24.2412,18.6778017663728,30.8333417345518,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Thinking and feeling","Protect myself",57.4395,49.5950425601104,64.9264773435568,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Thinking and feeling","Availability of nasal spray or patch instead of a shot",11.902,7.65715630407587,18.0401764118637,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Social processes","Recommendation from CDC or health dept",14.6789,10.1527908172161,20.7566611492957,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Social processes","Recommendation from family/friend",6.3537,3.54677670891329,11.125627622674,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Social processes","Recommendation from provider",50.5264,42.8947456759633,58.1336032668674,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Social processes","Recommendation from trusted community leader or public figure",0.9149,0.280870012208449,2.93820428133073,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"RSV","Vaccination coverage and intent","Probably will get an RSV vaccine or unsure","Nothing","Nothing",4.3168,1.82098144176396,9.88872991356265,239,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Social processes","Recommendation from CDC or health dept",26.7983,23.7979785446496,30.0277788240971,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Social processes","Recommendation from family/friend",14.7937,12.2874280070366,17.7080166970915,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Social processes","Recommendation from provider",30.1475,27.081251071899,33.4019588598728,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Social processes","Recommendation from trusted community leader or public figure",3.9068,2.59268767411318,5.84689312190703,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Practical issues","Avoid getting sick and missing work/other events",60.4053,56.6631283835844,64.029494786991,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
"COVID-19","Vaccination coverage and intent","Received a 2024-2025 COVID-19 vaccine","Practical issues","Easier to get vaccine",56.5999,53.1232581015236,60.0127229937391,1145,"October 2024/November 2024",2024-11-07,2024-11-29,"motivators",0
